playlist,description,track_id,title,release,plays,album,artist1,artist2,artist3,artist_id,popularity_track,genre1,genre2,genre3,artist_followers,explicit,duration,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
¡Viva Latino!,"Today's top Latin hits are right here, on ¡Viva Latino! Cover: Boza",0GzuHFG4Ql6DoyxFRnIk3F,Hawái - Remix,2020-11-05,98315315,Hawái (Remix),Maluma,The Weeknd,,1r4hJ1h58CWwUQe3MxPuau,91,reggaeton,reggaeton colombiano,,23054466,0,200482,0.766,0.788,6,-3.128,0,0.312,0.105,5.81e-06,0.142,0.609,179.984,4
¡Viva Latino!,"Today's top Latin hits are right here, on ¡Viva Latino! Cover: Boza",76v3J11Zq0HwkJqQLyw7sJ,Pronto,2020-12-11,4995317,Pronto,Danny Ocean,,,5H1nN1SzW0qNeUEZvuXjAj,75,latin,latin pop,pop venezolano,2636378,0,228219,0.634,0.731,5,-4.89,1,0.0335,0.0105,0.0,0.139,0.441,94.951,4
¡Viva Latino!,"Today's top Latin hits are right here, on ¡Viva Latino! Cover: Boza",26w9NTiE9NGjW1ZvIOd1So,BOOKER T,2020-11-27,44482525,EL ÚLTIMO TOUR DEL MUNDO,Bad Bunny,,,4q3ewBCX7sLwd24euuV69X,88,latin,reggaeton,trap latino,28617562,1,156430,0.883,0.6,7,-7.188,1,0.37,0.114,7.94e-06,0.0931,0.691,113.903,4
¡Viva Latino!,"Today's top Latin hits are right here, on ¡Viva Latino! Cover: Boza",4K8cyoCDovlc4FvtUr2Hfx,Nada,2020-08-14,81436988,Nada,Cali Y El Dandee,Danna Paola,,5DUlefCLzVRzNWaNURTFpK,86,champeta,colombian pop,electro latino,2811726,0,174027,0.684,0.808,0,-2.737,1,0.061,0.0518,1.02e-05,0.0858,0.712,173.905,4
¡Viva Latino!,"Today's top Latin hits are right here, on ¡Viva Latino! Cover: Boza",4C6BlqqMwjFzOXzqpTeoWR,Ponte Pa' Mi,2020-11-20,33234121,Ponte Pa' Mi,Justin Quiles,,,14zUHaJZo1mnYtn6IBRaRP,87,latin,reggaeton,trap latino,2365352,0,202373,0.878,0.713,5,-4.566,0,0.0948,0.0581,0.0,0.0822,0.615,92.028,4
¡Viva Latino!,"Today's top Latin hits are right here, on ¡Viva Latino! Cover: Boza",4L5ZhW0VJeQ6je2iqvqZ4X,Baby (with J Balvin),2020-11-20,30326076,Famoso,Sfera Ebbasta,J Balvin,,23TFHmajVfBtlRx5MXqgoz,84,italian hip hop,italian pop,trap italiana,4178996,1,193555,0.755,0.882,10,-1.957,0,0.0532,0.125,0.00142,0.103,0.606,99.984,4
¡Viva Latino!,"Today's top Latin hits are right here, on ¡Viva Latino! Cover: Boza",4HYDUMY0xSpeBr0AMY9cUz,La Curiosidad,2020-06-12,348433702,Platonicos,Jay Wheeler,DJ Nelson,Myke Towers,2cPqdH7XMvwaBJEVjheH8g,92,latin,reggaeton,trap latino,648633,0,219048,0.845,0.677,11,-4.798,0,0.136,0.269,0.000917,0.108,0.68,90.013,4
¡Viva Latino!,"Today's top Latin hits are right here, on ¡Viva Latino! Cover: Boza",7AUhck1sPy11OExQmDDx4P,De Vuelta Pa' La Vuelta,2020-12-10,9388751,De Vuelta Pa' La Vuelta,Daddy Yankee,Marc Anthony,,4VMYDCV2IEDYJArk749S6m,79,latin,latin hip hop,reggaeton,21566156,0,231593,0.665,0.94,5,-3.606,1,0.0553,0.434,0.0,0.0914,0.752,93.725,4
¡Viva Latino!,"Today's top Latin hits are right here, on ¡Viva Latino! Cover: Boza",2bgcUk2A3jjKbCJ7KPquTi,Mi Niña,2020-09-23,136310426,Mi Niña,Wisin,Myke Towers,Los Legendarios,3E6xrwgnVfYCrCs0ePERDz,92,latin,latin hip hop,reggaeton,6213822,0,213314,0.823,0.821,8,-3.402,0,0.166,0.31,4.28e-06,0.143,0.791,99.999,4
¡Viva Latino!,"Today's top Latin hits are right here, on ¡Viva Latino! Cover: Boza",5RubKOuDoPn5Kj5TLVxSxY,TE MUDASTE,2020-11-27,84912601,EL ÚLTIMO TOUR DEL MUNDO,Bad Bunny,,,4q3ewBCX7sLwd24euuV69X,93,latin,reggaeton,trap latino,28617562,1,130014,0.811,0.637,10,-4.835,0,0.0591,0.234,0.000572,0.118,0.471,92.025,4
