playlist,description,track_id,title,release,plays,album,artist1,artist2,artist3,artist_id,popularity_track,genre1,genre2,genre3,artist_followers,explicit,duration,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Mood Booster,Get happy with today's dose of feel-good songs!,6cx06DFPPHchuUAcTxznu9,Head & Heart (feat. MNEK),2020-07-03,412477213,Head & Heart (feat. MNEK),Joel Corry,MNEK,,6DgP9otnZw5z6daOntINxp,94,dance pop,house,pop dance,137083,0,166028,0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,4
Mood Booster,Get happy with today's dose of feel-good songs!,5f1joOtoMeyppIcJGZQvqJ,Be Like That - feat. Swae Lee & Khalid,2020-07-10,145095800,Be Like That (feat. Swae Lee & Khalid),Kane Brown,Swae Lee,Khalid,3oSJ7TBVCWMDMiYjXNiCKE,85,contemporary country,country road,,3058591,0,191406,0.727,0.626,7,-8.415,1,0.0726,0.0469,2.58e-05,0.126,0.322,86.97,4
Mood Booster,Get happy with today's dose of feel-good songs!,0l4AReW2LuX0yStPfgQgSR,Giants,2020-06-24,87799303,Giants,Dermot Kennedy,,,5KNNVgR6LBIABRIomyCwKJ,82,folk-pop,irish pop,pop,821900,0,177173,0.579,0.839,8,-5.409,0,0.0703,0.0145,3.04e-05,0.201,0.589,158.141,4
Mood Booster,Get happy with today's dose of feel-good songs!,6JqYhSdTE4WbQrMXxPH5cD,Honeypie,2019-04-25,89939679,Honeypie,JAWNY,,,25pd339V2rRJo84USlcSRP,1,bedroom pop,indie pop,modern rock,104211,0,135521,0.742,0.678,5,-4.605,0,0.192,0.0698,0.0,0.151,0.927,115.05,4
Mood Booster,Get happy with today's dose of feel-good songs!,0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,2020-03-20,1837168967,After Hours,The Weeknd,,,1Xyo4u8uXC1ZmMpatF05PJ,99,canadian contemporary r&b,canadian pop,pop,27448629,0,200040,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,4
Mood Booster,Get happy with today's dose of feel-good songs!,6wXgnhpmOPEJ7cUweSyy2B,Dance with Me (feat. Thomas Rhett & Young Thug),2020-05-27,69119392,Diplo Presents Thomas Wesley Chapter 1: Snake Oil,Diplo,Thomas Rhett,Young Thug,5fMUXHkw8R8eOP2RNVYEZX,77,bmore,edm,moombahton,2331426,0,170158,0.73,0.792,6,-5.33,0,0.13,0.0264,0.0,0.101,0.745,99.039,4
Mood Booster,Get happy with today's dose of feel-good songs!,1b3nlcP6hogIzYRVK2Ui7K,Wherever You Are,2020-01-10,42731095,Wherever You Are,Kodaline,,,4BxCuXFJrSWGi1KHcVqaU4,74,irish pop,modern rock,pop,2126948,0,185005,0.514,0.612,4,-5.981,1,0.0298,0.142,0.0,0.0868,0.342,125.99,4
Mood Booster,Get happy with today's dose of feel-good songs!,24ySl2hOPGCDcxBxFIqWBu,Rain On Me (with Ariana Grande),2020-05-22,495355762,Rain On Me (with Ariana Grande),Lady Gaga,Ariana Grande,,1HY2Jd0NmPuamShAr6KMms,87,dance pop,pop,pop dance,15528580,0,182200,0.672,0.855,9,-3.764,1,0.0397,0.021,0.0,0.323,0.646,123.056,4
Mood Booster,Get happy with today's dose of feel-good songs!,4uqh9bualXNHXXwO2wPorc,Daisies,2020-05-15,125539498,Daisies,Katy Perry,,,6jJ0s89eD6GaHleKKya26X,80,dance pop,pop,pop dance,17107679,0,173124,0.639,0.546,1,-5.382,1,0.0407,0.0837,0.0,0.122,0.149,122.179,4
Mood Booster,Get happy with today's dose of feel-good songs!,7xbWAw3LMgRMn4omR5yVn3,Lose Somebody,2020-05-15,226427083,Lose Somebody,Kygo,OneRepublic,,23fqKkggKUBHNkbKtXEls4,83,edm,pop,pop dance,7060373,0,199549,0.58,0.586,1,-6.883,1,0.0357,0.344,0.0,0.0755,0.507,147.988,4
