playlist,description,track_id,title,release,plays,album,artist1,artist2,artist3,artist_id,popularity_track,genre1,genre2,genre3,artist_followers,explicit,duration,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Songs to Sing in the Car,Sing along and enjoy the drive...,364dI1bYnvamSnBJ8JcNzN,Intentions,2020-02-07,669986351,Intentions,Justin Bieber,Quavo,,1uNFoZAHBGtllmzznpCI3s,83,canadian pop,pop,post-teen pop,41222799,0,212869,0.811,0.553,9,-6.644,1,0.0552,0.317,0.0,0.105,0.86,148.014,4
Songs to Sing in the Car,Sing along and enjoy the drive...,4kbj5MwxO1bq9wjT5g9HaA,Shut Up and Dance,2014-12-02,874169435,TALKING IS HARD,WALK THE MOON,,,6DIS6PRrLS3wbnZsf7vYic,82,dance pop,indie pop,indie poptimism,1708474,0,199080,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,4
Songs to Sing in the Car,Sing along and enjoy the drive...,76SFcrLi5d60pHrzfvSjsJ,Let Me Entertain You,1999,81041843,The Ego Has Landed,Robbie Williams,,,2HcwFjNelS49kFbfvMxQYw,46,dance pop,europop,pop,2086243,0,261133,0.464,0.963,10,-5.019,1,0.0662,0.000172,0.00215,0.0901,0.37,125.085,4
Songs to Sing in the Car,Sing along and enjoy the drive...,2MLHyLy5z5l5YRp7momlgw,Island In The Sun,2001-05-15,337028222,Weezer (Green Album),Weezer,,,3jOstUTkEu2JkjvRdBA5Gu,78,alternative rock,modern power pop,modern rock,2177179,0,200307,0.654,0.81,4,-6.26,0,0.0288,0.00719,0.00251,0.165,0.661,114.623,4
Songs to Sing in the Car,Sing along and enjoy the drive...,6hs3SDnbO3f6VQuPO4KBEb,Send Me on My Way,1996-11-12,247107677,Music From Party of Five,Rusted Root,,,2M3vnW1p5w4uPRkLYTbvdB,74,jam band,pittsburgh rock,,129718,0,263333,0.5,0.681,0,-9.556,1,0.0672,0.114,4.01e-05,0.139,0.745,119.46,4
Songs to Sing in the Car,Sing along and enjoy the drive...,7qiZfU4dY1lWllzX7mPBI3,Shape of You,2017-03-03,2686582767,÷ (Deluxe),Ed Sheeran,,,6eUKZXaKkcviH0Ku9w2n3V,87,pop,uk pop,,74512339,0,233713,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,4
Songs to Sing in the Car,Sing along and enjoy the drive...,1Pje5DSZWSD1JLEZVx7Fma,Jack & Diane,1997-01-01,177953527,The Best That I Could Do 1978 - 1988,John Mellencamp,,,3lPQ2Fk5JOwGWAF3ORFCqH,0,album rock,classic rock,country rock,974208,0,254400,0.818,0.445,9,-8.629,1,0.0503,0.0635,1.62e-05,0.0857,0.694,103.938,4
Songs to Sing in the Car,Sing along and enjoy the drive...,4yugZvBYaoREkJKtbG08Qr,Take It Easy - 2013 Remaster,1972,265122354,Eagles (2013 Remaster),Eagles,,,0ECwFtbIWEVNwjlrfc6xoL,78,album rock,classic rock,country rock,5934521,0,211578,0.575,0.67,7,-10.39,1,0.0318,0.343,4.95e-06,0.129,0.74,139.191,4
Songs to Sing in the Car,Sing along and enjoy the drive...,7mSUMlp8ttG8H00RePyZ5J,Right Back Where We Started From - 1994 Remaster,2008-04-28,nan,Playlist: Dance,Maxine Nightingale,,,6jQ9UtYXqNfVnPkrH1Xxwi,0,classic uk pop,,,8586,0,190733,0.688,0.676,5,-5.425,1,0.038,0.58,0.00361,0.483,0.933,148.026,4
Songs to Sing in the Car,Sing along and enjoy the drive...,6dnco8haegnJYtylV26cBq,Islands In the Stream,1982-10-04,nan,Greatest Hits,Dolly Parton,Kenny Rogers,,32vWCbZh0xZ4o9gkz4PsEU,70,classic country pop,country,country dawn,1310113,0,251960,0.618,0.412,8,-12.075,1,0.0368,0.675,1.04e-06,0.0886,0.74,203.933,4
Songs to Sing in the Car,Sing along and enjoy the drive...,62leJoS03BiNzdoQmb9ByN,Ride Like the Wind,2005-04-19,60484407,Rhino Hi-Five: Christopher Cross,Christopher Cross,,,695W5F2Ih8dYahLdjVOIoH,51,adult standards,disco,mellow gold,553931,0,275507,0.669,0.707,0,-13.66,0,0.0478,0.347,0.000716,0.0997,0.806,124.335,4
Songs to Sing in the Car,Sing along and enjoy the drive...,6i8ecOsx4J2Px1maiqzqoG,Everywhere,1987-04-13,378413335,Tango In The Night,Fleetwood Mac,,,08GQAI4eElDnROBrJRGE0X,0,album rock,classic rock,mellow gold,5832636,0,222733,0.69,0.54,4,-10.516,1,0.0317,0.218,0.00657,0.115,0.764,114.846,4
Songs to Sing in the Car,Sing along and enjoy the drive...,34zDwAdksPXYzGINUT0oW7,Teardrops,1988-06-13,56129748,Conscience,Womack & Womack,,,7qShKycqNUP0GLEiTENDVZ,60,disco,post-disco,,48880,0,303667,0.881,0.56,8,-13.234,0,0.0895,0.269,0.000259,0.0789,0.925,133.62,4
Songs to Sing in the Car,Sing along and enjoy the drive...,65vEK65KeqeH11s3Ym8BWO,Rosanna,2018-02-09,158203764,Greatest Hits: 40 Trips Around The Sun,TOTO,,,0PFtn5NtBbbUNbU9EAmIWF,52,album rock,classic rock,mellow gold,1737998,0,330987,0.519,0.695,7,-7.219,0,0.0354,0.0184,0.000617,0.576,0.713,82.314,4
Songs to Sing in the Car,Sing along and enjoy the drive...,4llK75pXNWZz6KAho2Gp16,She Will Be Loved - Radio Mix,2002,768441005,Songs About Jane: 10th Anniversary Edition,Maroon 5,,,04gDigrS5kc9YWfZHwBETP,82,pop,pop rock,,28760240,0,259453,0.651,0.663,0,-5.569,0,0.0281,0.228,0.0,0.0994,0.465,102.0,4
Songs to Sing in the Car,Sing along and enjoy the drive...,4lO57zZGFcj7vSY4QhfVDq,She's The One,1998,85158023,I've Been Expecting You,Robbie Williams,,,2HcwFjNelS49kFbfvMxQYw,71,dance pop,europop,pop,2086243,0,258027,0.243,0.609,10,-8.451,1,0.0323,0.663,1.13e-05,0.221,0.333,166.668,4
Songs to Sing in the Car,Sing along and enjoy the drive...,3ZOEytgrvLwQaqXreDs2Jx,Can't Stop,2002-07-09,555663546,By the Way (Deluxe Edition),Red Hot Chili Peppers,,,0L8ExT028jH3ddEcZwqJJ5,82,alternative rock,funk metal,funk rock,15103771,0,269000,0.618,0.938,9,-3.442,1,0.0456,0.0179,0.0,0.167,0.875,91.455,4
Songs to Sing in the Car,Sing along and enjoy the drive...,3XVBdLihbNbxUwZosxcGuJ,If I Ain't Got You,2003-12-02,509548567,The Diary Of Alicia Keys,Alicia Keys,,,3DiDSECUqqY1AuBP8qtaIa,81,hip pop,neo soul,pop,8248126,0,228707,0.609,0.445,7,-9.129,1,0.106,0.603,6.77e-06,0.104,0.166,118.393,3
Songs to Sing in the Car,Sing along and enjoy the drive...,3BtAx1hpw7kYweaAnTCBQL,Leave (Get Out),2017-07-13,63509829,At The Office,Jojo,,,2AAuaueEinwUKSWlxvNTDQ,51,,,,3166,1,241200,0.697,0.574,5,-6.715,1,0.212,0.174,0.000104,0.0777,0.462,87.048,4
Songs to Sing in the Car,Sing along and enjoy the drive...,5Tl0HJvynZtKdSUMKbFVVX,Hard Knock Life (Ghetto Anthem),1998-11-29,128460705,Vol.2 ... Hard Knock Life,JAY-Z,,,3nFkdlSjzX9mRTtwJOzDYB,69,east coast hip hop,hip hop,pop rap,5868370,1,238467,0.884,0.679,10,-5.857,0,0.282,0.0957,0.00209,0.0289,0.591,76.993,4
Songs to Sing in the Car,Sing along and enjoy the drive...,1lkC6oC7SbwgnEBEC05r64,Get the Party Started,2010-11-12,nan,Greatest Hits...So Far!!!,P!nk,,,1KCSPY1glIKqW2TotWuXOR,45,dance pop,pop,post-teen pop,10028824,0,192227,0.799,0.903,11,-3.366,0,0.0448,0.00106,0.0,0.166,0.963,128.926,4
Songs to Sing in the Car,Sing along and enjoy the drive...,7oQSevUCbYs4QawXTHQVV1,Rock DJ,2013-01-01,122653715,Sing When You're Winning,Robbie Williams,,,2HcwFjNelS49kFbfvMxQYw,59,dance pop,europop,pop,2086243,0,260560,0.712,0.762,7,-4.307,1,0.0326,0.026,0.0,0.0981,0.842,103.032,4
Songs to Sing in the Car,Sing along and enjoy the drive...,0Y33wASIhTQpT54DIs5sF9,Escape,2008-01-01,nan,Greatest Hits,Enrique Iglesias,,,7qG3b048QCHVRO5Pv1T5lw,0,dance pop,latin,latin pop,9791733,0,207720,0.777,0.855,11,-5.322,1,0.0295,0.0216,0.000609,0.0949,0.869,125.976,4
Songs to Sing in the Car,Sing along and enjoy the drive...,779ooI3rBd0CLqCiiJmtVo,Hero (feat. Josey Scott),2003,35231634,Hero (feat. Josey Scott),Chad Kroeger,Josey Scott,,7fJYw1vK9yWb8o51I8qHin,64,alternative metal,post-grunge,,42801,0,200480,0.427,0.843,4,-4.54,1,0.0364,0.00216,0.0,0.179,0.304,147.387,3
Songs to Sing in the Car,Sing along and enjoy the drive...,5IVuqXILoxVWvWEPm82Jxr,Crazy In Love (feat. Jay-Z),2003-06-24,542328531,Dangerously In Love,Beyoncé,JAY-Z,,6vWDO969PvNqNYHIOW5v0m,78,dance pop,pop,pop dance,25684354,0,236133,0.646,0.77,2,-6.596,0,0.226,0.00249,0.0,0.0715,0.681,99.165,4
Songs to Sing in the Car,Sing along and enjoy the drive...,2cMTIlktg3M9mXYqCPqw1J,Milkshake,2003-12-05,163904498,Tasty,Kelis,,,0IF46mUS8NXjgHabxk2MCM,69,dance pop,electropop,hip pop,380659,0,182627,0.881,0.774,1,-6.068,1,0.0439,0.00986,0.0346,0.206,0.759,112.968,4
Songs to Sing in the Car,Sing along and enjoy the drive...,7uz2Rk1sow6wLj3PCXfDeb,Just Like a Pill,2010-11-12,nan,Greatest Hits...So Far!!!,P!nk,,,1KCSPY1glIKqW2TotWuXOR,48,dance pop,pop,post-teen pop,10028824,0,237480,0.67,0.813,9,-3.509,1,0.0276,7.81e-05,0.0,0.0774,0.24,102.051,4
Songs to Sing in the Car,Sing along and enjoy the drive...,7jLbTp3qZzah9kMIdW8e5M,Ghetto Gospel,2004-01-01,157083210,Loyal To The Game,2Pac,,,1ZwdS5xdxEREPySFridCfh,71,g funk,gangster rap,hip hop,9669494,1,238053,0.794,0.614,5,-5.352,0,0.0467,0.0964,0.0,0.0788,0.663,80.569,4
Songs to Sing in the Car,Sing along and enjoy the drive...,5q4I6I0ytvTKuYe1Fquxnx,Family Affair,2001-08-28,171203663,No More Drama,Mary J. Blige,,,1XkoF8ryArs86LZvFOkbyr,0,dance pop,hip pop,neo soul,2529294,0,265867,0.914,0.551,8,-3.879,0,0.0455,0.133,2.61e-05,0.0841,0.967,92.889,4
Songs to Sing in the Car,Sing along and enjoy the drive...,3STTVKfJGTdhbg5aLppEzX,On The Floor,2011-01-01,264673422,LOVE? (Deluxe Edition),Jennifer Lopez,Pitbull,,2DlGxzQSjYe5N6G9nkYghR,59,dance pop,pop,pop dance,9203046,0,284867,0.73,0.777,3,-5.199,0,0.0479,0.108,0.000467,0.069,0.591,130.0,4
Songs to Sing in the Car,Sing along and enjoy the drive...,6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,2019-12-13,991307097,Fine Line,Harry Styles,,,6KImCVD70vtIoJWnq6nGn3,94,pop,post-teen pop,,11839952,0,174000,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,4
Songs to Sing in the Car,Sing along and enjoy the drive...,3WkibOpDF7cQ5xntM1epyf,It Wasn't Me,2000-08-08,540221607,Hot Shot,Shaggy,Rik Rok,,5EvFsr3kj42KNv97ZEnqij,78,dance pop,pop rap,reggae fusion,1450412,0,227600,0.853,0.606,0,-4.596,1,0.0713,0.0561,0.0,0.313,0.654,94.759,4
Songs to Sing in the Car,Sing along and enjoy the drive...,2QsZVnbWVSjKMXK6K3uRBL,U Remind Me,2001-08-07,210423781,8701,Usher,,,23zg3TcAtWQy7J6upgbUnj,74,atl hip hop,dance pop,pop,8338601,0,266893,0.657,0.629,6,-4.938,1,0.0782,0.194,0.0,0.254,0.726,93.985,4
Songs to Sing in the Car,Sing along and enjoy the drive...,3MhdH8PxqH1FuQp3HBptUI,I'm Still in Love with You (feat. Sasha),2002-11-12,104030812,Dutty Rock,Sean Paul,Sasha,Jeremy Harding,3Isy6kedDrgPYoTS1dazA9,71,dance pop,dancehall,pop dance,3265882,0,273360,0.765,0.666,7,-5.384,1,0.172,0.102,0.0,0.116,0.756,87.002,4
